"id","id_persil","id_jenis_monitoring","id_file","id_file_pendukung","hasil","tanggal"
567,68649,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY 61/IZ/2016 tanggal 9 Desember 2016 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Kas Desa Kepada PT Trijaya Sumber Semesta Untuk Industri Kayu Lapis, Bare Core, dan Block Board, Penanaman dan Pembibitan Sengon pada Persil 67 Klas SL.II seluas &plusmn; 26.000 m&sup2; khusus untuk penanaman dan pembibitan sengon di Padukuhan Baratan, Persil 66 Klas SL.II seluas &plusmn; 5.800 m&sup2; dari luas keseluruhan &plusmn; 21.000 m&sup2; khusus untuk bangunan pabrik di Padukuhan Baratan.&nbsp;</p>

<p>2. Telah ditindaklanjuti dengan Perjanjian Sewa Menyewa Nomor 140/003/I/2017 tanggal 3 Januari 2017, sudah ada pembayaran sewa menyewa sebesar Rp 127.200.000,- (seratus dua puluh tujuh juta dua ratus ribu) rupiah pertahun.</p>

<p>3. Jangka waktu sewa adalah 20 (dua puluh) tahun terhitung sejak 6 Januari 2016 sampai 5 Januari 2036, dan diketahui bahwa selama Covid 19 tidak ada kenaikan biaya sewa.</p>
","2022-06-24"
568,57800,4,82904,NULL,"<p>1. Keputusan Gubernur Nomor 34/IZ/2015 tanggal 15 Juli 2015 tentang Pemberian Izin Perubahan Fungsi Tanah Kas&nbsp;Desa Umbulharjo, Kecamatan Cangkringan, Kabupaten Sleman Kepada Pemerintah Desa Umbulharjo, Kecamatan Cangkringan, Kabupaten Sleman untuk Pembangunan Barak Pengungsian&nbsp;pada Persil 150 Klas IVd seluas &plusmn; 2.600 m&sup2; di Padukuhan Plosokerep.&nbsp;</p>

<p>2. Saat ini masih dimanfaatkan untuk barak pengungsian.&nbsp; &nbsp;</p>

<p>3.&nbsp;&nbsp;Pengelola barak adalah BPBD Sleman.</p>

<p>4.&nbsp; Keputusan Gubernur Nomor&nbsp;34/IZ/2015 telah sesuai.&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>
","2022-04-07"
569,68732,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY Nomor&nbsp;8/IZ/2020 tanggal 17 Februari 2020 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun&nbsp; Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Desa Candibinagun Kepada PT Bangun Wisata Indonesia untuk Pembangunan Sarana Wisata Keluarga pada Persil 226 Klas SL.IV seluas&nbsp;<span style=""color:rgb(0, 0, 0)"">&plusmn; 14.182 m&sup2;; Persil 225 Klas SL.IV seluas&nbsp;&plusmn; 28.509 m&sup2;; Persil 223 Klas SL.III seluas&nbsp;&plusmn; 2.265 m&sup2;; Persil 229 Klas SL.III seluas&nbsp;&plusmn; 3.683 m&sup2;; Persil 222 Klas SL.III seluas&nbsp;&plusmn; 4.398 m&sup2;; Persil 168 Klas Sl.III seluas&nbsp;&plusmn; 6.772 m&sup2;; Persil 163 Klas SL.III seluas&nbsp;&plusmn; 6.562 m&sup2;; Persil 218 Klas SL.II seluas&nbsp;&plusmn; 2.329 m&sup2;; Persil 225 Klas SL.III seluas&nbsp;&plusmn; 8.000 m&sup2;; Persil 233 Klas SL.III seluas&nbsp;&plusmn; 4.082 m&sup2;; Persil 230 Klas SL.III seluas&nbsp;&plusmn; 3.000 m&sup2;; Persil 227 Klas SL.III seluas&nbsp;&plusmn; 6.938 m&sup2;; Persil 228 Klas SL.III seluas&nbsp;&plusmn; 2.065 m&sup2;; Persil 164 Klas SL.III seluas&nbsp;&plusmn; 286 m&sup2;; Persil 165 Klas SL.III seluas&nbsp;&plusmn; 355 m&sup2;; Persil 166 Klas SL.III seluas&nbsp;&plusmn; 722 m&sup2;; Persil 167 Klas SL.III&nbsp;&plusmn; 940 m&sup2;; Persil 233 Klas SL.III seluas&nbsp;&plusmn; 1.500 m&sup2;; Persil 232 Klas SL.III seluas&nbsp;&plusmn; 1000 m&sup2; di Padukuhan Kumendung Desa Candibinangun Kecamatan Pakem Kabupaten Sleman.&nbsp;</span></p>

<p><span style=""color:rgb(0, 0, 0)"">2.&nbsp;Sudah dicabut dengan terbitnya Keputusan Gubernur Nomor 36/IZ/2021 tanggal 4 Agustus 2021</span></p>
","2022-06-24"
570,48653,4,NULL,NULL,"<p>1. Keputusan Gubernur Nomor 2/IZ/2010 tanggal 20 Januari 2010 tentang&nbsp;Pemberian Izin Kepada Pemerintah Desa Tamanan, Kecamatan&nbsp;Banguntapan, Kabupaten&nbsp;Bantul untuk Menyewakan Tanah Kas Desa Kepada CV. Jati Mulyo untuk Pembangunan Kios, Gudang, dan Usaha Pengolahan Kayu&nbsp;pada Persil dl. 85 III seluas &plusmn; 3.938,95 m&sup2; di&nbsp;Pedukuhan Nglebeng.&nbsp;</p>

<p>2. Telah ditindaklanjuti dengan Perjanjian Sewa Menyewa Nomor 06/Pem/TMN/2010 tanggal 4 Maret 2010.</p>

<p>3. Sudah ada pembayaran sewa menyewa sebesar Rp. 76.140.841,- per 2 (dua) tahun.</p>

<p>4. Jangka waktu sewa menyewa 20 (dua puluh) tahun terhitung sejak tanggal 4 Maret 2010 sampai 3 Maret 2030.</p>

<p>5. Sudah ada bangunan dan saat ini masih dimanfaatkan untuk kios, gudang, dan usaha pengolahan kayu.</p>

<p>6.&nbsp;Keputusan Gubernur Nomor&nbsp;2/IZ/2010 telah sesuai.&nbsp;</p>
","2022-03-31"
571,48655,4,NULL,NULL,"<p>1. Keputusan Gubernur Nomor 2/IZ/2010 tanggal 20 Januari 2010 tentang Pemberian Izin Kepada Pemerintah Desa Tamanan, Kecamatan Banguntapan, Kabupaten Bantul untuk Menyewakan Tanah Kas Desa Kepada CV. Jati Mulyo untuk Pembangunan Kios, Gudang, dan Usaha Pengolahan Kayu pada Persil SI. 87 III seluas&nbsp;&plusmn; 1.433,49 m&sup2; di Pedukuhan Nglebeng.&nbsp;</p>

<p>2. Telah ditindaklanjuti dengan Perjanjian Sewa Menyewa Nomor 06/Pem/TMN/2010 tanggal 4 Maret 2010.</p>

<p>3. Sudah ada pembayaran sewa menyewa sebesar Rp. 76.140.841,- per 2 (dua) tahun.</p>

<p>4. Jangka waktu sewa menyewa 20 (dua puluh) tahun terhitung sejak tanggal 4 Maret 2010 sampai 3 Maret 2030.</p>

<p>5. Sudah ada bangunan dan saat ini masih dimanfaatkan untuk kios, gudang, dan usaha pengolahan kayu.</p>

<p>6. Keputusan Gubernur Nomor 2/IZ/2010 telah sesuai.&nbsp;</p>
","2022-03-31"
572,48716,4,NULL,NULL,"<p>1. Keputusan Gubernur Nomor 61/IZ/2010 tanggal 13 November 2010 tentang&nbsp;Pemberian Izin Kepada Pemerintah Desa Tamanan, Kecamatan&nbsp;Banguntapan dan Pemerintah Desa Terong, Kecamatan&nbsp;Dlingo, Kabupaten&nbsp;Bantul untuk Menyewakan Tanah Kas Desa Kepada Pemerintah Kabupaten&nbsp;Bantul untuk Pembangunan Gedung Kantor Balai Penyuluhan Pertanian (BPP)&nbsp;&nbsp;pada SHP Nomor 00145 seluas 800 m&sup2; di Pedukuhan Grojogan.&nbsp;</p>

<p>2. Telah ditindaklanjuti dengan Perjanjian Sewa Menyewa Nomor 13/Pem/TMN/2010 tanggal 1 Desember 2010.</p>

<p>3. Sudah ada pembayaran sewa menyewa sebesar Rp.1.680.000,- per 3 (tiga) tahun.</p>

<p>4. Jangka waktu sewa menyewa 20 (dua puluh) tahun terhitung sejak tanggal 1 Desember 2010 sampai 30 November 2030.</p>

<p>5. Sudah ada bangunan dan saat ini masih dimanfaatkan untuk Balai Penyuluhan Pertanian.</p>

<p>6.&nbsp;Keputusan Gubernur Nomor&nbsp;61/IZ/2010 telah sesuai.&nbsp;</p>

<p>&nbsp;</p>
","2022-03-31"
573,48627,4,NULL,NULL,"<p>1. Keputusan Gubernur Nomor 5/IZ/2014 tanggal 27 Januari 2014&nbsp;tentang Pemberian Izin Kepada Pemerintah Desa Tamanan, Kecamatan Banguntapan, Kabupaten Bantul untuk Menyewakan Tanah Kas Desa Kepada CV. Wahana Cipta Graha untuk Pembangunan Plant Produk Beton pada Persil SL 56 S IV seluas 9.500 m&sup2; di Pedukuhan Sokowaten.&nbsp;</p>

<p>2. Telah ditindaklanjuti dengan Perjanjian Sewa Menyewa Nomor 05/2014 dan 01/WCG/Jogja/02/2014 tanggal 11 Februari 2014.</p>

<p>3. Pembayaran uang sewa tertunggak mulai tahun 2018 sampai 2022.</p>

<p>4. Sudah dilakukan peringatan oleh Pemerintah Kalurahan Tamanan melalui Surat Peringatan/Teguran ke I Nomor 143/63 tanggal 13 April 2021, Surat Peringatan/Teguran ke II Nomor 143/103 tanggal 1 Juli 2021, dan Surat Peringatan/Teguran ke III Nomor 143/117 tanggal 9 Agustus 2021.</p>

<p>5. Telah ditindaklanjuti dengan Perjanjian Sewa Menyewa Nomor 05/2014 dan 01/WCG/Jogja/02/2014 tanggal 11 Februari 2014.</p>

<p>6. Pembayaran uang sewa tertunggak mulai tahun 2018 sampai 2022.Sudah dilakukan peringatan&nbsp;peringatan oleh Pemerintah Kalurahan Tamanan melalui Surat Peringatan/Teguran ke I Nomor 143/63 tanggal 13 April 2021, Surat Peringatan/Teguran ke II Nomor 143/103 tanggal 1 Juli 2021, dan Surat Peringatan/Teguran ke III omor 143/117 tanggal 9 Agustus 2021.</p>

<p>7. Keputusan Gubernur Nomor&nbsp;5/IZ/2014 telah sesuai.</p>

<p>&nbsp;</p>
","2022-03-31"
574,68730,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY Nomor 8/IZ/2020 tanggal 17 Februari 2020 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun&nbsp; Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Desa Candibinagun Kepada PT Bangun Wisata Indonesia untuk Pembangunan Sarana Wisata Keluarga pada Persil 226 Klas SL.IV seluas &plusmn; 14.182 m&sup2;; Persil 225 Klas SL.IV seluas &plusmn; 28.509 m&sup2;; Persil 223 Klas SL.III seluas &plusmn; 2.265 m&sup2;; Persil 229 Klas SL.III seluas &plusmn; 3.683 m&sup2;; Persil 222 Klas SL.III seluas &plusmn; 4.398 m&sup2;; Persil 168 Klas Sl.III seluas &plusmn; 6.772 m&sup2;; Persil 163 Klas SL.III seluas &plusmn; 6.562 m&sup2;; Persil 218 Klas SL.II seluas &plusmn; 2.329 m&sup2;; Persil 225 Klas SL.III seluas &plusmn; 8.000 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 4.082 m&sup2;; Persil 230 Klas SL.III seluas &plusmn; 3.000 m&sup2;; Persil 227 Klas SL.III seluas &plusmn; 6.938 m&sup2;; Persil 228 Klas SL.III seluas &plusmn; 2.065 m&sup2;; Persil 164 Klas SL.III seluas &plusmn; 286 m&sup2;; Persil 165 Klas SL.III seluas &plusmn; 355 m&sup2;; Persil 166 Klas SL.III seluas &plusmn; 722 m&sup2;; Persil 167 Klas SL.III &plusmn; 940 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 1.500 m&sup2;; Persil 232 Klas SL.III seluas &plusmn; 1000 m&sup2; di Padukuhan Kumendung Desa Candibinangun Kecamatan Pakem Kabupaten Sleman.&nbsp;</p>

<p>2. Sudah dicabut dengan terbitnya Keputusan Gubernur Nomor 36/IZ/2021 tanggal 4 Agustus 2021</p>
","2022-06-24"
575,68728,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY Nomor 8/IZ/2020 tanggal 17 Februari 2020 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun&nbsp; Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Desa Candibinagun Kepada PT Bangun Wisata Indonesia untuk Pembangunan Sarana Wisata Keluarga pada Persil 226 Klas SL.IV seluas &plusmn; 14.182 m&sup2;; Persil 225 Klas SL.IV seluas &plusmn; 28.509 m&sup2;; Persil 223 Klas SL.III seluas &plusmn; 2.265 m&sup2;; Persil 229 Klas SL.III seluas &plusmn; 3.683 m&sup2;; Persil 222 Klas SL.III seluas &plusmn; 4.398 m&sup2;; Persil 168 Klas Sl.III seluas &plusmn; 6.772 m&sup2;; Persil 163 Klas SL.III seluas &plusmn; 6.562 m&sup2;; Persil 218 Klas SL.II seluas &plusmn; 2.329 m&sup2;; Persil 225 Klas SL.III seluas &plusmn; 8.000 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 4.082 m&sup2;; Persil 230 Klas SL.III seluas &plusmn; 3.000 m&sup2;; Persil 227 Klas SL.III seluas &plusmn; 6.938 m&sup2;; Persil 228 Klas SL.III seluas &plusmn; 2.065 m&sup2;; Persil 164 Klas SL.III seluas &plusmn; 286 m&sup2;; Persil 165 Klas SL.III seluas &plusmn; 355 m&sup2;; Persil 166 Klas SL.III seluas &plusmn; 722 m&sup2;; Persil 167 Klas SL.III &plusmn; 940 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 1.500 m&sup2;; Persil 232 Klas SL.III seluas &plusmn; 1000 m&sup2; di Padukuhan Kumendung Desa Candibinangun Kecamatan Pakem Kabupaten Sleman.&nbsp;</p>

<p>2. Sudah dicabut dengan terbitnya Keputusan Gubernur Nomor 36/IZ/2021 tanggal 4 Agustus 2021</p>
","2022-06-24"
576,68718,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY Nomor 8/IZ/2020 tanggal 17 Februari 2020 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun&nbsp; Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Desa Candibinagun Kepada PT Bangun Wisata Indonesia untuk Pembangunan Sarana Wisata Keluarga pada Persil 226 Klas SL.IV seluas &plusmn; 14.182 m&sup2;; Persil 225 Klas SL.IV seluas &plusmn; 28.509 m&sup2;; Persil 223 Klas SL.III seluas &plusmn; 2.265 m&sup2;; Persil 229 Klas SL.III seluas &plusmn; 3.683 m&sup2;; Persil 222 Klas SL.III seluas &plusmn; 4.398 m&sup2;; Persil 168 Klas Sl.III seluas &plusmn; 6.772 m&sup2;; Persil 163 Klas SL.III seluas &plusmn; 6.562 m&sup2;; Persil 218 Klas SL.II seluas &plusmn; 2.329 m&sup2;; Persil 225 Klas SL.III seluas &plusmn; 8.000 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 4.082 m&sup2;; Persil 230 Klas SL.III seluas &plusmn; 3.000 m&sup2;; Persil 227 Klas SL.III seluas &plusmn; 6.938 m&sup2;; Persil 228 Klas SL.III seluas &plusmn; 2.065 m&sup2;; Persil 164 Klas SL.III seluas &plusmn; 286 m&sup2;; Persil 165 Klas SL.III seluas &plusmn; 355 m&sup2;; Persil 166 Klas SL.III seluas &plusmn; 722 m&sup2;; Persil 167 Klas SL.III &plusmn; 940 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 1.500 m&sup2;; Persil 232 Klas SL.III seluas &plusmn; 1000 m&sup2; di Padukuhan Kumendung Desa Candibinangun Kecamatan Pakem Kabupaten Sleman.&nbsp;</p>

<p>2. Sudah dicabut dengan terbitnya Keputusan Gubernur Nomor 36/IZ/2021 tanggal 4 Agustus 2021</p>
","2022-06-24"
577,68736,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY Nomor 8/IZ/2020 tanggal 17 Februari 2020 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun&nbsp; Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Desa Candibinagun Kepada PT Bangun Wisata Indonesia untuk Pembangunan Sarana Wisata Keluarga pada Persil 226 Klas SL.IV seluas &plusmn; 14.182 m&sup2;; Persil 225 Klas SL.IV seluas &plusmn; 28.509 m&sup2;; Persil 223 Klas SL.III seluas &plusmn; 2.265 m&sup2;; Persil 229 Klas SL.III seluas &plusmn; 3.683 m&sup2;; Persil 222 Klas SL.III seluas &plusmn; 4.398 m&sup2;; Persil 168 Klas Sl.III seluas &plusmn; 6.772 m&sup2;; Persil 163 Klas SL.III seluas &plusmn; 6.562 m&sup2;; Persil 218 Klas SL.II seluas &plusmn; 2.329 m&sup2;; Persil 225 Klas SL.III seluas &plusmn; 8.000 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 4.082 m&sup2;; Persil 230 Klas SL.III seluas &plusmn; 3.000 m&sup2;; Persil 227 Klas SL.III seluas &plusmn; 6.938 m&sup2;; Persil 228 Klas SL.III seluas &plusmn; 2.065 m&sup2;; Persil 164 Klas SL.III seluas &plusmn; 286 m&sup2;; Persil 165 Klas SL.III seluas &plusmn; 355 m&sup2;; Persil 166 Klas SL.III seluas &plusmn; 722 m&sup2;; Persil 167 Klas SL.III &plusmn; 940 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 1.500 m&sup2;; Persil 232 Klas SL.III seluas &plusmn; 1000 m&sup2; di Padukuhan Kumendung Desa Candibinangun Kecamatan Pakem Kabupaten Sleman.&nbsp;</p>

<p>2. Sudah dicabut dengan terbitnya Keputusan Gubernur Nomor 36/IZ/2021 tanggal 4 Agustus 2021</p>
","2022-06-24"
578,68731,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY Nomor 8/IZ/2020 tanggal 17 Februari 2020 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun&nbsp; Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Desa Candibinagun Kepada PT Bangun Wisata Indonesia untuk Pembangunan Sarana Wisata Keluarga pada Persil 226 Klas SL.IV seluas &plusmn; 14.182 m&sup2;; Persil 225 Klas SL.IV seluas &plusmn; 28.509 m&sup2;; Persil 223 Klas SL.III seluas &plusmn; 2.265 m&sup2;; Persil 229 Klas SL.III seluas &plusmn; 3.683 m&sup2;; Persil 222 Klas SL.III seluas &plusmn; 4.398 m&sup2;; Persil 168 Klas Sl.III seluas &plusmn; 6.772 m&sup2;; Persil 163 Klas SL.III seluas &plusmn; 6.562 m&sup2;; Persil 218 Klas SL.II seluas &plusmn; 2.329 m&sup2;; Persil 225 Klas SL.III seluas &plusmn; 8.000 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 4.082 m&sup2;; Persil 230 Klas SL.III seluas &plusmn; 3.000 m&sup2;; Persil 227 Klas SL.III seluas &plusmn; 6.938 m&sup2;; Persil 228 Klas SL.III seluas &plusmn; 2.065 m&sup2;; Persil 164 Klas SL.III seluas &plusmn; 286 m&sup2;; Persil 165 Klas SL.III seluas &plusmn; 355 m&sup2;; Persil 166 Klas SL.III seluas &plusmn; 722 m&sup2;; Persil 167 Klas SL.III &plusmn; 940 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 1.500 m&sup2;; Persil 232 Klas SL.III seluas &plusmn; 1000 m&sup2; di Padukuhan Kumendung Desa Candibinangun Kecamatan Pakem Kabupaten Sleman.&nbsp;</p>

<p>2. Sudah dicabut dengan terbitnya Keputusan Gubernur Nomor 36/IZ/2021 tanggal 4 Agustus 2021</p>
","2022-06-24"
579,68729,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY Nomor 8/IZ/2020 tanggal 17 Februari 2020 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun&nbsp; Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Desa Candibinagun Kepada PT Bangun Wisata Indonesia untuk Pembangunan Sarana Wisata Keluarga pada Persil 226 Klas SL.IV seluas &plusmn; 14.182 m&sup2;; Persil 225 Klas SL.IV seluas &plusmn; 28.509 m&sup2;; Persil 223 Klas SL.III seluas &plusmn; 2.265 m&sup2;; Persil 229 Klas SL.III seluas &plusmn; 3.683 m&sup2;; Persil 222 Klas SL.III seluas &plusmn; 4.398 m&sup2;; Persil 168 Klas Sl.III seluas &plusmn; 6.772 m&sup2;; Persil 163 Klas SL.III seluas &plusmn; 6.562 m&sup2;; Persil 218 Klas SL.II seluas &plusmn; 2.329 m&sup2;; Persil 225 Klas SL.III seluas &plusmn; 8.000 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 4.082 m&sup2;; Persil 230 Klas SL.III seluas &plusmn; 3.000 m&sup2;; Persil 227 Klas SL.III seluas &plusmn; 6.938 m&sup2;; Persil 228 Klas SL.III seluas &plusmn; 2.065 m&sup2;; Persil 164 Klas SL.III seluas &plusmn; 286 m&sup2;; Persil 165 Klas SL.III seluas &plusmn; 355 m&sup2;; Persil 166 Klas SL.III seluas &plusmn; 722 m&sup2;; Persil 167 Klas SL.III &plusmn; 940 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 1.500 m&sup2;; Persil 232 Klas SL.III seluas &plusmn; 1000 m&sup2; di Padukuhan Kumendung Desa Candibinangun Kecamatan Pakem Kabupaten Sleman.&nbsp;</p>

<p>2. Sudah dicabut dengan terbitnya Keputusan Gubernur Nomor 36/IZ/2021 tanggal 4 Agustus 2021</p>
","2022-06-24"
580,68727,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY Nomor 8/IZ/2020 tanggal 17 Februari 2020 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun&nbsp; Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Desa Candibinagun Kepada PT Bangun Wisata Indonesia untuk Pembangunan Sarana Wisata Keluarga pada Persil 226 Klas SL.IV seluas &plusmn; 14.182 m&sup2;; Persil 225 Klas SL.IV seluas &plusmn; 28.509 m&sup2;; Persil 223 Klas SL.III seluas &plusmn; 2.265 m&sup2;; Persil 229 Klas SL.III seluas &plusmn; 3.683 m&sup2;; Persil 222 Klas SL.III seluas &plusmn; 4.398 m&sup2;; Persil 168 Klas Sl.III seluas &plusmn; 6.772 m&sup2;; Persil 163 Klas SL.III seluas &plusmn; 6.562 m&sup2;; Persil 218 Klas SL.II seluas &plusmn; 2.329 m&sup2;; Persil 225 Klas SL.III seluas &plusmn; 8.000 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 4.082 m&sup2;; Persil 230 Klas SL.III seluas &plusmn; 3.000 m&sup2;; Persil 227 Klas SL.III seluas &plusmn; 6.938 m&sup2;; Persil 228 Klas SL.III seluas &plusmn; 2.065 m&sup2;; Persil 164 Klas SL.III seluas &plusmn; 286 m&sup2;; Persil 165 Klas SL.III seluas &plusmn; 355 m&sup2;; Persil 166 Klas SL.III seluas &plusmn; 722 m&sup2;; Persil 167 Klas SL.III &plusmn; 940 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 1.500 m&sup2;; Persil 232 Klas SL.III seluas &plusmn; 1000 m&sup2; di Padukuhan Kumendung Desa Candibinangun Kecamatan Pakem Kabupaten Sleman.&nbsp;</p>

<p>2. Sudah dicabut dengan terbitnya Keputusan Gubernur Nomor 36/IZ/2021 tanggal 4 Agustus 2021</p>
","2022-06-24"
581,68733,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY Nomor 8/IZ/2020 tanggal 17 Februari 2020 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun&nbsp; Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Desa Candibinagun Kepada PT Bangun Wisata Indonesia untuk Pembangunan Sarana Wisata Keluarga pada Persil 226 Klas SL.IV seluas &plusmn; 14.182 m&sup2;; Persil 225 Klas SL.IV seluas &plusmn; 28.509 m&sup2;; Persil 223 Klas SL.III seluas &plusmn; 2.265 m&sup2;; Persil 229 Klas SL.III seluas &plusmn; 3.683 m&sup2;; Persil 222 Klas SL.III seluas &plusmn; 4.398 m&sup2;; Persil 168 Klas Sl.III seluas &plusmn; 6.772 m&sup2;; Persil 163 Klas SL.III seluas &plusmn; 6.562 m&sup2;; Persil 218 Klas SL.II seluas &plusmn; 2.329 m&sup2;; Persil 225 Klas SL.III seluas &plusmn; 8.000 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 4.082 m&sup2;; Persil 230 Klas SL.III seluas &plusmn; 3.000 m&sup2;; Persil 227 Klas SL.III seluas &plusmn; 6.938 m&sup2;; Persil 228 Klas SL.III seluas &plusmn; 2.065 m&sup2;; Persil 164 Klas SL.III seluas &plusmn; 286 m&sup2;; Persil 165 Klas SL.III seluas &plusmn; 355 m&sup2;; Persil 166 Klas SL.III seluas &plusmn; 722 m&sup2;; Persil 167 Klas SL.III &plusmn; 940 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 1.500 m&sup2;; Persil 232 Klas SL.III seluas &plusmn; 1000 m&sup2; di Padukuhan Kumendung Desa Candibinangun Kecamatan Pakem Kabupaten Sleman.&nbsp;</p>

<p>2. Sudah dicabut dengan terbitnya Keputusan Gubernur Nomor 36/IZ/2021 tanggal 4 Agustus 2021</p>
","2022-06-24"
582,68734,4,NULL,NULL,"<p>1. Keputusan Gubernur DIY Nomor 8/IZ/2020 tanggal 17 Februari 2020 tentang Pemberian Izin Kepada Pemerintah Desa Candibinangun&nbsp; Kecamatan Pakem Kabupaten Sleman Menyewakan Tanah Desa Candibinagun Kepada PT Bangun Wisata Indonesia untuk Pembangunan Sarana Wisata Keluarga pada Persil 226 Klas SL.IV seluas &plusmn; 14.182 m&sup2;; Persil 225 Klas SL.IV seluas &plusmn; 28.509 m&sup2;; Persil 223 Klas SL.III seluas &plusmn; 2.265 m&sup2;; Persil 229 Klas SL.III seluas &plusmn; 3.683 m&sup2;; Persil 222 Klas SL.III seluas &plusmn; 4.398 m&sup2;; Persil 168 Klas Sl.III seluas &plusmn; 6.772 m&sup2;; Persil 163 Klas SL.III seluas &plusmn; 6.562 m&sup2;; Persil 218 Klas SL.II seluas &plusmn; 2.329 m&sup2;; Persil 225 Klas SL.III seluas &plusmn; 8.000 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 4.082 m&sup2;; Persil 230 Klas SL.III seluas &plusmn; 3.000 m&sup2;; Persil 227 Klas SL.III seluas &plusmn; 6.938 m&sup2;; Persil 228 Klas SL.III seluas &plusmn; 2.065 m&sup2;; Persil 164 Klas SL.III seluas &plusmn; 286 m&sup2;; Persil 165 Klas SL.III seluas &plusmn; 355 m&sup2;; Persil 166 Klas SL.III seluas &plusmn; 722 m&sup2;; Persil 167 Klas SL.III &plusmn; 940 m&sup2;; Persil 233 Klas SL.III seluas &plusmn; 1.500 m&sup2;; Persil 232 Klas SL.III seluas &plusmn; 1000 m&sup2; di Padukuhan Kumendung Desa Candibinangun Kecamatan Pakem Kabupaten Sleman.&nbsp;</p>

<p>2. Sudah dicabut dengan terbitnya Keputusan Gubernur Nomor 36/IZ/2021 tanggal 4 Agustus 2021</p>
","2022-06-24"
583,48627,4,82931,NULL,"<p>1. Keputusan Gubernur Nomor 87/IZ/2014 tanggal 8 Desember 2014 tentang Pemberian Izin Kepada Pemerintah Desa Tamanan, Kecamatan Banguntapan, Kabupaten Bantul Menyewakan Tanah Kas Desa Kepada Pemerintah Daerah Kabupaten Bantul untuk Pembangunan Rumah Susun Sederhana Sewa (RUSUNAWA) pada&nbsp;Persil SL.56 S.IV seluas&nbsp;10.000 m&sup2; di&nbsp;Pedukuhan Sokowaten.&nbsp;</p>

<p>2. Telah ditindaklanjuti dengan Perjanjian Sewa Menyewa Nomor 06 tahun 2014 tanggal 10 Desember 2014.</p>

<p>3. Sudah ada pembayaran sewa menyewa sebesar Rp. 60.000.000,- per 3 (tiga) tahun.</p>

<p>4. Jangka waktu sewa menyewa 10 (sepuluh) tahun terhitung sejak tanggal 10 Desember 2014 sampai 9 Desember 2024.</p>

<p>5. Sudah ada bangunan dan saat ini masih dimanfaatkan untuk Rusunawa.</p>

<p>6.&nbsp;Keputusan Gubernur Nomor 87/IZ/2014 telah sesuai.&nbsp;</p>
","2022-03-31"
