"id","id_persil","id_jenis_monitoring","id_file","id_file_pendukung","hasil","tanggal"
313,44357,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.&nbsp;</p>

<p>2. Pemanfaatan untuk Kios dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor 61 (SHP Nomor 27) seluas <span style=""color:black"">116</span> m&sup2;&nbsp; di Padukuhan Blimbing.</p>

<p>4. Masih beroperasi sampai sekarang dan Pemerintah Kalurahan Karangrejek telah menyewakan kios desa.</p>
","2021-03-24"
314,44346,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">TK &amp; KT Karanggumuk I</span> dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor&nbsp;<span style=""color:black"">38 (SHP Nomor 31)</span> seluas <span style=""color:black"">612 m&sup2;</span>&nbsp;di <span style=""color:black"">Padukuhan Karanggumuk I.&nbsp;</span></p>

<p>4.&nbsp;<span style=""color:black"">Masih beroperasi sampai sekarang.</span></p>
","2021-03-24"
315,44346,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Karanggumuk I</span> dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor&nbsp;<span style=""color:black"">38 (SHP Nomor 32)&nbsp;</span>seluas <span style=""color:black"">576 m&sup2;</span>&nbsp;di <span style=""color:black"">Padukuhan Karanggumuk I.</span></p>

<p>4.&nbsp;<span style=""color:black"">Masih beroperasi sampai sekarang.</span></p>
","2021-03-24"
316,44359,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk&nbsp;<span style=""color:black"">TK &amp; SD</span>&nbsp;dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor 107&nbsp;(SHP Nomor 39) seluas 912&nbsp;m&sup2; di <span style=""color:black"">Padukuhan Karangduwet I</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
317,44362,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Karangduwet I</span> dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor 113&nbsp;(SHP Nomor 40) seluas 838&nbsp;m&sup2; di <span style=""color:black"">Padukuhan Karangduwet I.&nbsp;</span></p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
318,44353,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk Lapangan dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor 131&nbsp;(Sertifikat&nbsp;45) seluas 4.340&nbsp;m&sup2; di Padukuhan Karangduwet II.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
319,44351,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">SD Karangrejek I</span> dengan pengelola Dinas Pendidikan Kabupaten Gunungkidul.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">131</span>&nbsp;(SHP Nomor 131) seluas <span style=""color:black"">1.635&nbsp;</span>m&sup2; di Padukuhan Karangduwet II.</p>

<p>4. Masih beroperasi sampai sekarang dan sudah ada pembayaran sewa untuk SD Karangrejek I.</p>
","2021-03-24"
320,44368,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Karangsari</span>&nbsp;dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">155</span> (SHP Nomor 44) seluas <span style=""color:black"">464</span> m&sup2; di <span style=""color:black"">Padukuhan Karangsari.</span></p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
321,44350,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">SD Karangrejek </span>I dengan pengelola Dinas Pendidikan Kabupaten Gunungkidul.</p>

<p>3. Terletak pada Persil Nomor 132&nbsp;(SHP Nomor 42) seluas 1.555&nbsp;m&sup2; di&nbsp;<span style=""color:black"">Padukuhan Karangduwet II</span>.</p>

<p>4. Masih beroperasi sampai sekarang dan sudah ada pembayaran sewa untuk SD Karangrejek I</p>
","2021-03-24"
322,44348,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Kantor Kalurahan Karangrejek</span> dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor 132 (SHP Nomor 132) seluas <span style=""color:black"">2.363&nbsp;</span> m&sup2; di <span style=""color:black"">Padukuhan Karangduwet II</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
323,44363,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Blimbing</span> dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor 68 seluas 315&nbsp;m&sup2; di <span style=""color:black"">Padukuhan Blimbing</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
324,44366,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Karangduwet II&nbsp;</span>dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor 126&nbsp;seluas 516&nbsp;m&sup2; di <span style=""color:black"">Padukuhan Karangduwet II</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
325,44364,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Karanggumuk II</span> dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">50&nbsp;</span>seluas <span style=""color:black"">396</span> m&sup2; di <span style=""color:black"">Balai Padukuhan Karanggumuk II</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
326,44341,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Karangrejek</span> dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor 75&nbsp;seluas 390&nbsp;m&sup2; di <span style=""color:black"">Padukuhan Karangrejek</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
327,44334,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk Makam dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">12</span> (Sertifikat 16) seluas <span style=""color:black"">2.994&nbsp;</span> m&sup2; di Padukuhan Karangrejek.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
328,44338,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk Makam dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor 67&nbsp;(Sertifikat 23) seluas <span style=""color:black"">5.191&nbsp;</span>m&sup2; di <span style=""color:black"">Padukuhan Karanggumuk II</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
329,44349,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk Lapangan dengan pengelola Pemerintah Kalurahan Karangrejek.</p>

<p>3. Terletak pada Persil Nomor 132&nbsp;(SHP Nomor 41) seluas 3.638 m&sup2; di Padukuhan Karangduwet II.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-24"
330,33301,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Rumput dengan pengelola Sutar.&nbsp;</p>

<p>3. Terletak pada SG3 seluas 400 m<sup>2&nbsp;</sup>di <span style=""color:rgb(0, 0, 0)"">Padukuhan Blimbing.</span></p>

<p>&nbsp;</p>

<p>&nbsp;</p>
","2021-03-24"
331,33303,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Rumput dengan pengelola Budiono.&nbsp;</p>

<p>3. Terletak pada SG5&nbsp;seluas 2.600&nbsp;m&sup2; di Padukuhan Blimbing.</p>
","2021-03-24"
332,33306,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Makam Gede&nbsp;dengan pengelola Pemerintah Kalurahan Karangrejek.&nbsp;</p>

<p>3. Terletak pada SG8&nbsp;seluas 1.500&nbsp;m&sup2; di Padukuhan Karangrejek.</p>
","2021-03-24"
333,33307,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Rumput Kolonjono dengan pengelola Klumpuk.&nbsp;</p>

<p>3. Terletak pada SG9&nbsp;seluas 1.250&nbsp;m&sup2; di Padukuhan Karanggumuk.</p>
","2021-03-24"
334,33309,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Rumput Kolonjono dengan pengelola Suto.&nbsp;</p>

<p>3. Terletak pada SG11&nbsp;seluas 22.250&nbsp;m&sup2; di Padukuhan Karanggumuk.</p>
","2021-03-24"
335,33310,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Rumput Kolonjono dengan pengelola Pujo.&nbsp;</p>

<p>3. Terletak pada SG12&nbsp;seluas 6.000&nbsp;m&sup2; di Padukuhan Karanggumuk.</p>
","2021-03-24"
336,33311,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Rumput Kolonjono dengan pengelola Sutiran.&nbsp;</p>

<p>3. Terletak pada SG13&nbsp;seluas 2.500&nbsp;m&sup2; di Padukuhan Karanggumuk.</p>
","2021-03-24"
337,33312,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Makam Pundungsari dengan pengelola Pemerintah Kalurahan Karangrejek.&nbsp;</p>

<p>3. Terletak pada SG14&nbsp;seluas 200&nbsp;m&sup2; di Padukuhan Karanggumuk.</p>
","2021-03-24"
338,33314,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Rumput&nbsp;dengan pengelola Malsukini.&nbsp;</p>

<p>3. Terletak pada SG16&nbsp;seluas 750&nbsp;m&sup2; di Padukuhan Karangduwet II.</p>
","2021-03-24"
339,33315,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Rumput&nbsp;dengan pengelola Sunaryo.&nbsp;</p>

<p>3. Terletak pada SG17&nbsp;seluas 650 m&sup2; di Padukuhan Karangduwet II.</p>
","2021-03-24"
340,33318,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Rumput dengan pengelola Sugiman.&nbsp;</p>

<p>3. Terletak pada SG21 seluas 200 m&sup2; di Padukuhan Karangrejek.</p>
","2021-03-24"
341,38293,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk Kios dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">193/T1.III&nbsp;</span>seluas <span style=""color:black"">2.145&nbsp;</span>m&sup2; di <span style=""color:black"">Padukuhan Gading II</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
342,38292,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">POLSEK Gading</span> dengan pengelola Kepolisian Negara Republik Indonesia (POLRI).</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">193/T1.III</span>&nbsp;seluas <span style=""color:black"">518</span> m&sup2; di Padukuhan Gading II.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
343,38281,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk SD Banaran II dengan pengelola Dinas Pendidikan Kabupaten Gunungkidul.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">194/T1.III</span>&nbsp;seluas <span style=""color:black"">2.525</span> m&sup2; di <span style=""color:black"">Padukuhan Gading IV</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
344,38280,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Gereja Kristen&nbsp;</span>dengan pengelola Masyarakat.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">194/T1.III</span>&nbsp;seluas <span style=""color:black"">560</span>&nbsp;m&sup2; di <span style=""color:black"">Padukuhan Gading IV</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
345,38276,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Kalurahan Gading</span>&nbsp;dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 194/T1.III&nbsp;seluas <span style=""color:black"">3.348&nbsp;</span>m&sup2; di <span style=""color:black"">Padukuhan Gading IV</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
346,38277,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Puskesmas&nbsp;</span>dengan pengelola Dinas Kesehatan Kabupaten Gunungkidul.</p>

<p>3. Terletak pada Persil Nomor 194/T1.III seluas 446 m&sup2; di <span style=""color:black"">Padukuhan Gading IV</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
347,38278,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk Pura dengan pengelola Masyarakat.</p>

<p>3. Terletak pada Persil Nomor&nbsp;<span style=""color:black"">194/T1.III</span>&nbsp;seluas 996 m&sup2; di <span style=""color:black"">Padukuhan Gading IV</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
348,38315,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Taman Kanak-Kanak</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">111/T1.III&nbsp;</span>seluas <span style=""color:black"">992&nbsp;</span>m&sup2; di <span style=""color:black"">Padukuhan Gading VII</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
349,38316,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Sanimas</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 111/T1.III&nbsp;seluas 1.000 m&sup2; di <span style=""color:black"">Padukuhan Gading VII</span>.</p>

<p>4. Masih beroperasi sampai sekarang dan tidak ada biaya sewa.&nbsp;</p>
","2021-03-17"
350,38248,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk SD Wero Harjo dengan pengelola Dinas Pendidikan Kabupaten Gunungkidul.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">323/T1.III</span>&nbsp;seluas 2.201 m&sup2; di <span style=""color:black"">Padukuhan Gading VIII</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
351,38360,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">TK Pertiwi 12</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:black"">256/D.III&nbsp;</span>seluas 800 m&sup2; di <span style=""color:black"">Padukuhan Gading I</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
352,38360,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk&nbsp;SD Bulu&nbsp;dengan pengelola Dinas Pendidikan Kabupaten Gunungkidul.</p>

<p>3. Terletak pada Persil Nomor&nbsp;<span style=""color:black"">256/D.III&nbsp;</span>seluas <span style=""color:black"">2.900</span>&nbsp;m&sup2; di&nbsp;<span style=""color:black"">Padukuhan Gading I</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
353,38307,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:rgb(0, 0, 0)"">Sendang Moleh</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:rgb(0, 0, 0)"">182/T.III</span> seluas <span style=""color:rgb(0, 0, 0)"">1500</span> m&sup2; di Padukuhan Gading V.</p>

<p>4. Masih dimanfaatkan&nbsp;sampai sekarang.</p>
","2021-03-17"
354,38314,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:rgb(0, 0, 0)"">Bekas Kapel</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:rgb(0, 0, 0)"">120/P.III</span> seluas <span style=""color:rgb(0, 0, 0)"">2.000</span> m&sup2; di Padukuhan Gading VII.</p>
","2021-03-17"
355,38245,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Gading I</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 237/D.III&nbsp; seluas <span style=""color:black"">800</span> m&sup2; di <span style=""color:black"">Padukuhan Gading I</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
356,38354,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Gading II</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 256/D.III&nbsp;seluas <span style=""color:black"">650</span> m&sup2; di Padukuhan Gading II.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
357,38268,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Gading III</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 212/P.III&nbsp;seluas <span style=""color:black"">300</span> m&sup2; di Padukuhan Gading III.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
358,38305,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Gading IV</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 209/T.IV&nbsp;seluas <span style=""color:black"">463</span> m&sup2; di <span style=""color:rgb(0, 0, 0)"">Padukuhan Gading IV</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
359,38306,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Gading V</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 172/P.III&nbsp;seluas <span style=""color:black"">500</span> m&sup2; di <span style=""color:rgb(0, 0, 0)"">Padukuhan Gading V</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
360,38310,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Gading VI</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 144/P.III&nbsp; seluas <span style=""color:black"">500</span>&nbsp;m&sup2; di <span style=""color:rgb(0, 0, 0)"">Padukuhan Gading VI</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
361,38313,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Gading VII</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 106/P.III&nbsp;seluas <span style=""color:black"">500</span> m&sup2; di <span style=""color:rgb(0, 0, 0)"">Padukuhan Gading VII</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
362,38262,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Gading VIII</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 111/P.III&nbsp;seluas <span style=""color:black"">1.300</span>&nbsp;m&sup2; di <span style=""color:black"">&nbsp;Padukuhan Gading VIII</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
363,38365,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Gading IX</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 82/P.III&nbsp;seluas <span style=""color:black"">261</span> m&sup2; di <span style=""color:rgb(0, 0, 0)"">Padukuhan Gading IX</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
364,38366,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Balai Padukuhan Gading X</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 55/P.III&nbsp;seluas <span style=""color:black"">800</span> m&sup2; di <span style=""color:rgb(0, 0, 0)"">&nbsp;Padukuhan Gading X</span>.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
365,38282,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:black"">Pasar Desa</span> dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor 194/T1.III&nbsp;seluas 3.787&nbsp;m&sup2; di Padukuhan Gading II.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
366,38279,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk <span style=""color:rgb(0, 0, 0)"">Lapangan Olahraga</span> dengan pengelola Pemerintah Kalurahan Gading.&nbsp;</p>

<p>3. Terletak pada Persil Nomor <span style=""color:rgb(0, 0, 0)"">194/T1.III</span> seluas <span style=""color:rgb(0, 0, 0)"">9.835</span> m&sup2; di Padukuhan Gading IV.</p>

<p>4. Masih beroperasi sampai sekarang.</p>
","2021-03-17"
367,38352,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk Makam Gede&nbsp;dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:rgb(0, 0, 0)"">272/D.III</span> seluas <span style=""color:rgb(0, 0, 0)"">3.500</span> m&sup2; di Padukuhan Gading II.</p>

<p>4. Masih dimanfaatkan sampai sekarang.</p>
","2021-03-17"
368,38309,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk Makam Mandungan&nbsp;dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:rgb(0, 0, 0)"">161/T.III</span> seluas <span style=""color:rgb(0, 0, 0)"">5.000</span> m&sup2; di Padukuhan Gading VI.</p>

<p>4. Masih dimanfaatkan sampai sekarang.</p>
","2021-03-17"
369,38312,4,NULL,NULL,"<p>1. Tanah Desa belum ada Izin Gubernur.</p>

<p>2. Pemanfaatan untuk Makam Jawa&nbsp;dengan pengelola Pemerintah Kalurahan Gading.</p>

<p>3. Terletak pada Persil Nomor <span style=""color:rgb(0, 0, 0)"">149/S.III</span> seluas <span style=""color:rgb(0, 0, 0)"">1.500</span> m&sup2; di Padukuhan Gading VI.</p>

<p>4. Masih dimanfaatkan sampai sekarang.</p>
","2021-03-17"
370,32790,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Sendang&nbsp;dengan pengelola Masyarakat.&nbsp;</p>

<p>3. Terletak pada SG 2&nbsp;seluas <span style=""color:rgb(0, 0, 0)"">1.150</span>&nbsp;m&sup2; di Padukuhan <span style=""color:rgb(0, 0, 0)"">Gading V</span>.</p>
","2021-03-17"
371,32804,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Makam&nbsp;dengan pengelola Masyarakat.&nbsp;</p>

<p>3. Terletak pada SG 18&nbsp;seluas <span style=""color:rgb(0, 0, 0)"">2.280</span> m&sup2; di Padukuhan Gading II.</p>
","2021-03-17"
372,32802,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Sumber&nbsp;dengan pengelola Masyarakat.&nbsp;</p>

<p>3. Terletak pada SG 15 seluas <span style=""color:rgb(0, 0, 0)"">330</span> m&sup2; di Padukuhan Gading II.</p>
","2021-03-17"
373,32805,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Makam&nbsp;dengan pengelola Masyarakat.&nbsp;</p>

<p>3. Terletak pada SG 19&nbsp;seluas <span style=""color:rgb(0, 0, 0)"">1.400</span> m&sup2; di Padukuhan Gading II.</p>
","2021-03-17"
374,32793,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Makam&nbsp;dengan pengelola Masyarakat.&nbsp;</p>

<p>3. Terletak pada SG 5&nbsp;seluas 330&nbsp;m&sup2; di Padukuhan Gading IV.</p>
","2021-03-17"
375,32801,4,NULL,NULL,"<p>1. Tanah Kasultanan belum memiliki Serat Kekancingan.</p>

<p>2. Pemanfaatan untuk Sumur&nbsp;dengan pengelola Masyarakat.&nbsp;</p>

<p>3. Terletak pada SG 14&nbsp;seluas 360 m&sup2; di Padukuhan Gading III.</p>
","2021-03-17"
